subject,date,eid,probe,pid,region,neuron_id,mod_index,modulated,p_value,latency_peak,latency_peak_onset,anesthesia
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,PIR,150,-0.30000000000000004,True,0.0010680631911951233,0.12183371825176437,0.1075337122097153,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,root,178,-0.44920000000000004,True,3.759533528369108e-05,0.6562779635714833,0.0014118075023361598,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,root,184,-0.15759999999999996,False,0.2368866001501505,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,EPd,186,-0.594,True,7.178785574213364e-06,0.10636704505031958,0.0048528144379815785,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,EPd,274,0.023600000000000065,True,9.541264372803226e-06,0.43694892665325824,0.2751174126178739,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,LA,320,-0.40759999999999996,True,0.0009665630592912144,0.9510664423114576,0.004433269970377296,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,428,0.0,False,0.07382347367004194,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,430,-0.04239999999999988,True,0.006725965298858605,0.39527785641985247,0.1802710198026034,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,462,0.0,False,0.2044798134696374,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,505,-0.254,True,0.0001241540600990243,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,514,0.0,False,1.0,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,544,0.0,False,1.0,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,545,-0.14559999999999995,True,0.02126657739797644,0.8233663866785719,0.811133048015563,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,550,-0.27359999999999995,True,9.795219392072507e-05,0.953433110008973,0.037794022339312505,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,554,-0.4952000000000001,True,0.0001500737891508841,0.6076711982591405,0.004611808806203044,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,562,-0.4756,False,0.05867587554710563,0.466064304252086,0.06433937398605849,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,628,-0.2859999999999999,True,0.0010021936765817197,0.5685378485859474,0.03183078554638996,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,635,-0.4720000000000001,True,9.304846038837855e-05,0.5177312873975097,0.01080033800781166,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,638,-0.10160000000000002,True,0.00037126090424077773,0.14686536480166978,0.09942342591011766,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,651,-0.2811999999999999,True,0.0005781389928121161,0.7526330225296078,0.05893329300079131,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,654,-0.040000000000000036,False,0.49190069041369944,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,671,-0.020000000000000018,True,0.003727592384337064,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,673,-0.2792000000000001,True,0.0012359097384300188,0.504464615042707,0.3242507664663208,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,677,0.00039999999999995595,False,0.06700990745599711,0.21925627328710107,0.21925627328710107,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,680,-0.040000000000000036,True,0.032997412882578514,,,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,699,-0.5351999999999999,True,1.1882288451281475e-05,0.6284733510365186,0.010567004576387262,both
ZFM-04820,2022-09-16,a5f5eacc-3344-4f24-a41a-a6018c1eabf1,probe01,181aeeb1-9858-4562-9d7c-1ce21959cd80,CP,719,-0.3036000000000001,True,0.029263640731970297,0.1816028044149789,0.1815088990088043,both
