mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0.04222293151764374,0.0031989178904500842,-0.925,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.048608656811312344,0.00958464318411869,-0.875,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04242034610462116,0.003396332477427502,-0.8250000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03902640331140699,2.38968421333724e-06,-0.775,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03901074866383467,-1.3264963358981807e-05,-0.7250000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03423729874116328,-0.0047867148860303715,-0.675,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.028706607963426296,-0.010317405663767359,-0.625,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.031675450671125975,-0.007348562956067679,-0.5750000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03650797682151105,-0.0025160368056826032,-0.525,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04100773890097806,0.0019837252737844036,-0.475,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04683025896236592,0.007806245335172268,-0.42500000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.039417418986028886,0.0003934053588352318,-0.375,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03757821585962496,-0.0014457977675686948,-0.32500000000000007,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.040475118870070236,0.001451105242876581,-0.275,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04583246635908939,0.006808452731895738,-0.225,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.045337250384468696,0.006313236757275041,-0.17500000000000002,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03139210812700718,-0.007631905500186477,-0.125,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03102008084850054,-0.008003932778693115,-0.07500000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03970938161082325,0.0006853679836295937,-0.025,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04304788262876975,0.004023869001576093,0.025,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
