,log_likelihood,n_states,region,subject,pid
7,-4939.427456299774,9,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
8,-4919.028572700464,10,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
9,-4899.629887481985,11,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
10,-4897.02207177442,12,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
11,-4917.227731520394,13,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
12,-4895.336465302731,14,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
13,-4899.467043283594,15,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
14,-4868.98486320124,16,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
15,-4880.221221947614,17,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
16,-4914.300751659909,18,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
17,-4881.003745869366,19,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
18,-4937.385791604162,20,Hippocampus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
0,-25680.259395992594,2,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
1,-25297.648277308894,3,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
2,-25360.37620727021,4,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
3,-25186.661175376412,5,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
4,-25175.0306701975,6,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
5,-25164.045703387466,7,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
6,-25086.6746193919,8,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
7,-25166.7563645566,9,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
8,-25143.387417649057,10,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
9,-25113.20146941987,11,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
10,-25075.804300294447,12,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
11,-24999.5420861668,13,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
12,-25138.995802734393,14,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
13,-25079.5386698871,15,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
14,-25056.38497806823,16,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
15,-24946.755279206685,17,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
16,-25046.84244521652,18,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
17,-25018.074948145666,19,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
18,-25090.355901729687,20,Thalamus,ZFM-03323,f06f5a5e-2e8a-4cf0-ac5f-8d14aeec4c98
0,-9771.294198022119,2,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
1,-9689.237660742523,3,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
2,-9598.304928609792,4,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
3,-9535.651177605601,5,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
4,-9536.585231802375,6,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
5,-9544.49300244494,7,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
6,-9500.893751587635,8,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
7,-9503.620549058818,9,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
8,-9525.720622764478,10,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
9,-9514.89205316312,11,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
10,-9585.988390734125,12,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
11,-9534.226481811025,13,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
12,-9469.829603589531,14,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
13,-9517.727357728178,15,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
14,-9583.699742875056,16,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
15,-9558.664261056543,17,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
16,-9608.30144854239,18,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
17,-9492.92372047264,19,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
18,-9675.368879304708,20,Amygdala,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
0,-6653.547952833294,2,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
1,-6437.947292648812,3,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
2,-6397.76602660178,4,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
3,-6339.11367772678,5,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
4,-6196.999577381341,6,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
5,-6225.060341463737,7,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
6,-6137.840021851197,8,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
7,-6129.440078005905,9,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
8,-6106.712992974509,10,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
9,-6045.952822928315,11,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
10,-6077.663852991039,12,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
11,-6008.502191796804,13,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
12,-6062.449426756976,14,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
13,-6025.777785798334,15,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
14,-5982.727023142836,16,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
15,-6018.007620594301,17,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
16,-6017.553809042213,18,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
17,-6047.674585930916,19,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
18,-6021.681855237847,20,Hippocampus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
0,-11381.631275207346,2,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
1,-11291.161636012637,3,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
2,-11008.076644722745,4,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
3,-10957.382251918185,5,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
4,-10833.364171602303,6,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
5,-10844.188986136085,7,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
6,-10778.471789862666,8,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
7,-10757.779962619616,9,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
8,-10669.959276443651,10,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
9,-10692.159457130541,11,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
10,-10568.12744631292,12,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
11,-10560.695156110281,13,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
12,-10613.004768273368,14,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
13,-10672.537876963093,15,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
14,-10556.911130948378,16,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
15,-10670.40106392932,17,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
16,-10648.47010949133,18,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
17,-10551.20738985855,19,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
18,-10531.21264104173,20,Thalamus,ZFM-03323,c4eb99d1-36ef-4e80-9a02-f51c8c81c618
0,-60813.73148674253,2,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
1,-59932.767583623274,3,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
2,-59706.66410965699,4,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
3,-59345.05201864007,5,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
4,-58896.8676171797,6,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
5,-59189.64414258723,7,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
6,-58666.56415983373,8,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
7,-58881.71722805515,9,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
8,-59097.61306018118,10,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
9,-58962.41233769934,11,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
10,-58691.562838576865,12,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
11,-59838.34692027806,13,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
12,-59632.81950969232,14,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
13,-59749.15870870669,15,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
14,-60105.23850455971,16,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
15,-59526.02494848974,17,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
16,-60100.96147321405,18,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
17,-61140.319294213405,19,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
18,-60536.15131939828,20,Frontal,ZFM-03323,f5ed13b0-a301-4340-aa63-e78ed0b82a9f
0,-3748.7753263075933,2,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
1,-3699.335646746111,3,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
2,-3684.134760274066,4,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
3,-3678.6575833889965,5,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
4,-3665.8501002059797,6,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
5,-3665.365895429749,7,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
6,-3683.50986526694,8,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
7,-3660.877422241747,9,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
8,-3655.9001627251214,10,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
9,-3688.482167465268,11,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
10,-3666.8444515822002,12,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
11,-3683.196895268702,13,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
12,-3662.779959221987,14,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
13,-3676.783914264579,15,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
14,-3670.090608066001,16,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
15,-3679.729125724467,17,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
16,-3688.5197267869053,18,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
17,-3686.2791410412033,19,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
18,-3679.149008979599,20,Amygdala,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
0,-4127.784795978636,2,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
1,-3981.295526903584,3,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
2,-3919.1290748021684,4,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
3,-3947.19649778683,5,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
4,-3964.523798807079,6,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
5,-3906.9226952604586,7,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
6,-3871.029403107721,8,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
7,-3940.29369732905,9,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
8,-3927.167983979765,10,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
9,-3866.4072821676373,11,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
10,-3883.795941119556,12,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
11,-3838.270931267019,13,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
12,-4029.2594232468805,14,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
13,-3954.524964973542,15,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
14,-4051.169477645651,16,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
15,-3985.2080451194643,17,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
16,-4034.4076647520856,18,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
17,-3899.537141930341,19,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
18,-4036.404653746999,20,Hippocampus,ZFM-03321,25c481bf-47df-4a59-946c-60fdb4afbaba
0,-32470.349239481722,2,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
1,-31962.80809356171,3,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
2,-31706.105815795996,4,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
3,-31800.494737036774,5,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
4,-31538.37062544262,6,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
5,-31328.973291346385,7,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
6,-31173.276411424493,8,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
7,-31318.033333535892,9,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
8,-30975.883124304106,10,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
9,-31114.897731311154,11,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
10,-31199.295231707896,12,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
11,-31090.870791127145,13,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
12,-31151.05109135527,14,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
13,-31184.81019411896,15,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
14,-31087.937986232588,16,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
15,-31079.29499882554,17,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
16,-31160.44537801815,18,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
17,-31299.39545731574,19,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
18,-31312.850868667017,20,Frontal,ZFM-03321,c63e091f-9dc6-4e97-9a23-fd7ac37e43fc
0,-8591.178786893242,2,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
1,-8490.21133814214,3,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
2,-8391.3551013831,4,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
3,-8388.351479883731,5,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
4,-8345.494441791394,6,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
5,-8265.568422152537,7,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
6,-8317.256245925555,8,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
7,-8256.649112825393,9,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
8,-8289.850479238616,10,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
9,-8242.434660812176,11,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
10,-8240.856161218893,12,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
11,-8243.82825923063,13,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
12,-8269.091457985378,14,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
13,-8279.290411142807,15,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
14,-8232.798261452905,16,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
15,-8207.048147493972,17,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
16,-8266.419565275073,18,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
17,-8276.430641772053,19,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
18,-8239.270266725878,20,Sensory,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
0,-2939.121492415903,2,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
1,-2905.4089988899723,3,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
2,-2859.5775459886045,4,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
3,-2851.8164270819548,5,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
4,-2863.385750898676,6,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
5,-2845.9495274995534,7,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
6,-2848.359218076277,8,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
7,-2841.719288433087,9,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
8,-2857.8890847689427,10,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
9,-2839.329721420692,11,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
10,-2849.584515928132,12,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
11,-2846.5177124070206,13,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
12,-2849.9522917976824,14,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
13,-2846.7848402934114,15,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
14,-2854.599977681626,16,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
15,-2836.1441137988777,17,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
16,-2842.120032266983,18,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
17,-2840.19431710906,19,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
18,-2841.58268187428,20,Striatum,ZFM-03321,ea47b0e3-727e-4bd5-9cab-581478b4cd10
0,-25457.47070906556,2,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
1,-25303.17559365717,3,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
2,-25248.968046348287,4,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
3,-25190.6613698292,5,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
4,-25156.813457113723,6,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
5,-25032.297752929255,7,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
6,-25142.495694041154,8,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
7,-25071.72716427793,9,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
8,-25010.9674306973,10,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
9,-24927.763325243373,11,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
10,-24900.82871057561,12,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
11,-24824.82535028169,13,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
12,-24995.414525970322,14,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
13,-24909.103186503206,15,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
14,-24938.395197695947,16,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
15,-24907.62784071201,17,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
16,-24836.059992006605,18,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
17,-24840.866302165807,19,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
18,-24846.685680217837,20,Midbrain,ZFM-03331,1b1c4658-050c-447f-a08b-28f668bec84f
0,-33594.332810908556,2,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
1,-32864.500714815185,3,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
2,-32496.518390842983,4,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
3,-32232.968368880625,5,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
4,-32027.04832307062,6,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
5,-31987.025985292436,7,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
6,-31965.31124426993,8,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
7,-31691.091159651314,9,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
8,-31703.23110983759,10,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
9,-31605.163250745463,11,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
10,-31648.037979746656,12,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
11,-31556.295741913982,13,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
12,-31657.675017084806,14,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
13,-31717.10789382524,15,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
14,-31514.033872481563,16,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
15,-31685.691029493013,17,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
16,-31796.453312497077,18,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
17,-31710.14446389192,19,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
18,-31798.847268278143,20,Frontal,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
0,-17287.401669878338,2,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
1,-16912.02826079444,3,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
2,-16710.156893335057,4,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
3,-16618.75033047338,5,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
4,-16528.701599341308,6,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
5,-16487.209310143553,7,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
6,-16433.571628886748,8,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
7,-16425.90303377004,9,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
8,-16341.62988188924,10,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
9,-16317.457460691578,11,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
10,-16190.577049172365,12,Sensory,ZFM-03331,465fbc08-3a9f-4714-a0a0-79d76b39ccbc
