,log_likelihood,n_states,subject,pid,region
5,-3786.59153927149,7,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
6,-3806.54606302473,8,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
7,-3745.080895515148,9,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
8,-3825.606518005933,10,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
9,-3799.3514257700317,11,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
10,-3784.5615551915644,12,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
11,-3782.2610319940404,13,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
12,-3811.2369035947067,14,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
13,-3798.576308565109,15,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
14,-3903.010413889238,16,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
15,-3903.5455228550136,17,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
16,-3842.0355493747843,18,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
17,-3882.2357794430022,19,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
18,-3859.6036595945293,20,ZFM-05181,82e65b04-7839-4722-918c-9b8ecad2ff46,Striatum
0,-3594.9827865114275,2,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
1,-3526.376151645695,3,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
2,-3539.1363984096934,4,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
3,-3541.9681846268013,5,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
4,-3518.764566257143,6,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
5,-3447.9631528088285,7,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
6,-3428.1244188385585,8,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
7,-3426.9634650011385,9,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
8,-3396.871205152865,10,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
9,-3491.616873040748,11,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
10,-3383.317147606379,12,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
11,-3412.491867458942,13,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
12,-3375.8971656055187,14,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
13,-3395.5221325797934,15,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
14,-3394.043440848696,16,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
15,-3381.5839003202937,17,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
16,-3376.073493272246,18,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
17,-3411.116884960128,19,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
18,-3383.1828371026377,20,ZFM-05181,0db7604c-22d6-467d-9364-b89afdd836cc,Midbrain
0,-3471.286708787847,2,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
1,-3464.8376578919797,3,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
2,-3486.757168318619,4,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
3,-3299.3300856715646,5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
4,-3193.1189067129853,6,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
5,-3190.4769400281994,7,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
6,-3149.952664833213,8,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
7,-3024.1496103829636,9,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
8,-3084.224845011204,10,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
9,-3072.647639822224,11,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
10,-3083.903486166031,12,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
11,-3021.763298446383,13,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
12,-3020.5111078494006,14,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
13,-3081.7826530902644,15,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
14,-3025.3834103703607,16,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
15,-3103.6857101639857,17,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
16,-3099.515754858351,18,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
17,-2995.4007251682797,19,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
18,-2989.269233699402,20,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
0,-1709.1425102041521,2,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
1,-1555.946636622495,3,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
2,-1478.8656298377737,4,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
3,-1490.0230425899458,5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
4,-1427.5058408000027,6,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
5,-1423.3712447880514,7,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
6,-1426.811853065967,8,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
7,-1434.7631551146244,9,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
8,-1400.6386735657788,10,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
9,-1389.8856927579297,11,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
10,-1390.3376970611987,12,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
11,-1386.5442138604164,13,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
12,-1390.1650384383609,14,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
13,-1361.0275355309464,15,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
14,-1369.6847236363822,16,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
15,-1371.2714098341364,17,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
16,-1356.857210159334,18,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
17,-1354.1827880173046,19,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
18,-1359.4205971793808,20,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Sensory cortex
0,-12209.092583246238,2,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
1,-12250.936343060237,3,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
2,-11982.259051267181,4,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
3,-11783.844731858077,5,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
4,-11583.180948341505,6,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
5,-11726.363861223732,7,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
6,-11280.167249402553,8,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
7,-11800.328434369465,9,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
8,-11644.64078581662,10,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
9,-11584.649220314139,11,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
10,-11826.407964261281,12,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
11,-11470.00200915588,13,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
12,-11431.08496106753,14,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
13,-11593.737700708289,15,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
14,-11568.444310848889,16,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
15,-11322.57041861237,17,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
16,-11616.572051645215,18,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
17,-11261.955105626781,19,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
18,-11351.69658151858,20,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
0,-3275.8177998928277,2,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
1,-3251.191699679691,3,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
2,-3237.9981834886685,4,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
3,-3223.224567352862,5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
4,-3235.557278204107,6,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
5,-3218.8122218975245,7,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
6,-3210.35120500849,8,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
7,-3232.1340125424645,9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
8,-3221.8027234390293,10,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
9,-3244.5154378920683,11,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
10,-3210.372568614173,12,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
11,-3227.057646185247,13,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
12,-3280.427921049053,14,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
13,-3236.0987439430714,15,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
14,-3253.5113101409115,16,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
15,-3247.939505323195,17,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
16,-3252.538382327866,18,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
17,-3274.8920876976854,19,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
18,-3259.5809824480825,20,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
0,-1076.5590510671043,2,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
1,-1056.2484658567614,3,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
2,-1055.6523819711326,4,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
3,-1057.5714024456506,5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
4,-1055.7895428290944,6,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
5,-1034.7606300390687,7,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
6,-1030.614641911518,8,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
7,-1026.4368580539433,9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
8,-1039.592107445583,10,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
9,-1036.0688867571828,11,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
10,-1021.2849894080409,12,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
11,-1016.8012697403835,13,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
12,-1016.7420200997321,14,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
13,-1013.6120506712132,15,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
14,-1010.5805213108833,16,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
15,-1018.327984659134,17,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
16,-1011.5120617844411,18,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
17,-1010.4397566613236,19,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
18,-1016.6119278800036,20,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
0,-20037.134188763914,2,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
1,-19453.824173403536,3,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
2,-19375.577921993718,4,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
3,-19223.253993398946,5,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
4,-19102.32601143867,6,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
5,-19026.350642402365,7,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
6,-19016.57299798885,8,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
7,-18942.023900165306,9,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
8,-18994.812420844864,10,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
9,-18937.167276612854,11,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
10,-18810.350467737768,12,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
11,-18999.613427287186,13,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
12,-18940.136715431603,14,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
13,-18891.278466478678,15,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
14,-18948.004763067518,16,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
15,-18960.81167349822,17,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
16,-19044.157856318336,18,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
17,-19046.34304259898,19,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
18,-18928.206069631782,20,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal cortex
0,-33573.35752197932,2,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
1,-33168.986288530694,3,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
2,-32983.46408272537,4,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
3,-32729.928874941055,5,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
4,-32705.136472064634,6,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
5,-32728.71019145104,7,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
6,-32326.467177666633,8,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
7,-32458.045957015365,9,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
8,-32374.671469804056,10,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
9,-32399.267063462412,11,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
10,-32182.088448386552,12,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
11,-32209.55013318765,13,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
12,-32362.668681774398,14,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
13,-32099.962768204136,15,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
14,-32106.61130463825,16,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
15,-32090.129230384315,17,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
16,-32146.24038336319,18,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
17,-31950.5832701957,19,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
18,-31994.799439095583,20,ZFM-04820,e4a0e958-0774-444b-ad65-f6ff7bc22902,Midbrain
0,-4272.601020869302,2,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
1,-4161.997741617253,3,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
2,-4128.81513803843,4,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
3,-4097.982435485832,5,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
4,-4095.946632614,6,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
5,-4073.067392269049,7,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
6,-4066.7823058464182,8,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
7,-4058.2449903129163,9,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
8,-4063.458510468716,10,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
9,-4060.420538487384,11,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
10,-4038.1234585152715,12,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
11,-4043.2763600964076,13,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
12,-4053.028971660875,14,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
13,-4052.801211119972,15,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
14,-4058.902826058345,16,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
15,-4055.7002416096684,17,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
16,-4033.8069334909565,18,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
17,-4056.423922932951,19,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
18,-4052.088834794032,20,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Hippocampus
0,-5824.189544613764,2,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
1,-5767.598542725724,3,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
2,-5673.052966277628,4,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
3,-5631.136044393241,5,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
4,-5625.717936896782,6,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
5,-5592.425316834879,7,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
6,-5574.2722356846625,8,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
7,-5585.320173498312,9,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
8,-5567.2343010792665,10,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
9,-5574.526743014112,11,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
10,-5596.307472145777,12,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
11,-5580.304495673695,13,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
12,-5582.772312796638,14,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
13,-5585.194419506377,15,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
14,-5585.713402223498,16,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
15,-5564.704421746021,17,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
16,-5571.197193180413,18,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
17,-5572.459463104634,19,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
18,-5573.866581810241,20,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Sensory cortex
0,-19549.640737339152,2,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
1,-19463.02988966511,3,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
2,-19330.866161203245,4,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
3,-19252.763170197606,5,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
4,-19217.393410916346,6,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
5,-19162.947730530897,7,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
6,-19156.056924271074,8,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
7,-19179.748877279217,9,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
8,-19119.359431597757,10,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
9,-19072.970400441634,11,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
10,-19134.306403016984,12,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
11,-19100.993673504534,13,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
12,-19079.312835182547,14,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
13,-19067.880909379834,15,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
14,-19041.72169210133,16,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
15,-19115.33760689767,17,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
16,-19072.843759261337,18,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
17,-19095.14817660278,19,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
18,-19082.61913721775,20,ZFM-04820,366c7c11-5509-443f-b07b-dabc9dcfd53e,Thalamus
0,-2535.693750505698,2,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
1,-2294.9820234255176,3,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
2,-2101.9689393789554,4,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
3,-2052.3067492022933,5,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
4,-2035.2628120366148,6,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
5,-2057.032877848099,7,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
6,-1885.8039875170707,8,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
7,-1970.9682490222053,9,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
8,-1831.02356974138,10,ZFM-05492,45715ef6-aec0-439f-b89e-55aa20edbdcf,Midbrain
