,log_likelihood,n_states,subject,pid,region
3,-2409.0389844678675,5,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
4,-2410.9246634791716,6,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
5,-2401.8618033198723,7,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
6,-2396.286667073581,8,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
7,-2396.8853444440765,9,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
8,-2381.8981581516077,10,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
9,-2379.7763148129307,11,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
10,-2384.4180070069297,12,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Hippocampus
0,-3767.1112470451244,2,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
1,-3678.872120207112,3,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
2,-3599.0742593063956,4,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
3,-3566.9289349807946,5,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
4,-3533.350320609743,6,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
5,-3469.9451564291257,7,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
6,-3495.241101760703,8,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
7,-3447.1731366678146,9,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
8,-3476.8023189471337,10,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
9,-3435.6031165679647,11,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
10,-3408.228896476397,12,ZFM-03330,455d9684-12b3-4c40-97a3-5a47b9c31589,Midbrain
0,-14248.94981505798,2,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
1,-14047.78954893357,3,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
2,-13975.176029270968,4,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
3,-13789.133307027936,5,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
4,-13766.051279827825,6,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
5,-13748.454995857788,7,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
6,-13724.054507574197,8,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
7,-13790.568504889874,9,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
8,-13723.705985488079,10,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
9,-13675.99014045703,11,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
10,-13660.10258305429,12,ZFM-03330,c6a3def0-9bce-4ef9-a57d-0dc2d4ae3d65,Frontal cortex
0,-9265.573781124913,2,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
1,-9095.695375054223,3,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
2,-9024.58004235583,4,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
3,-9004.349597977454,5,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
4,-8939.958639985321,6,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
5,-8890.921708927708,7,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
6,-8859.545739390884,8,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
7,-8847.340305789208,9,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
8,-8838.6360809371,10,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
9,-8849.409505717134,11,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
10,-8811.83405514006,12,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Frontal cortex
0,-12582.663517946947,2,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
1,-12320.086029612814,3,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
2,-12284.075893432706,4,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
3,-12120.609016835311,5,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
4,-12076.096570968444,6,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
5,-12009.341390832706,7,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
6,-11950.267340527878,8,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
7,-11890.68184373691,9,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
8,-11845.673685389105,10,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
9,-11859.273839838645,11,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
10,-11786.160950052143,12,ZFM-03332,0e236047-e8ca-49b8-a18e-d0f6ff3ee592,Sensory cortex
0,-27329.34541237705,2,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
1,-27070.094061006315,3,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
2,-26796.642412509227,4,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
3,-26805.00547649019,5,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
4,-26706.261758736196,6,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
5,-26591.258919744956,7,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
6,-26593.439990854557,8,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
7,-26590.523361655178,9,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
8,-26518.620450816885,10,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
9,-26538.93989008048,11,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
10,-26495.019648002755,12,ZFM-03330,32be7608-6d32-4c8e-af5e-beb298ba8c73,Frontal cortex
0,-29371.228614073858,2,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
1,-29055.85091752275,3,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
2,-28823.553730423188,4,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
3,-28769.629197986214,5,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
4,-28652.614310139088,6,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
5,-28521.083441809526,7,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
6,-28453.962992693847,8,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
7,-28467.03051960367,9,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
8,-28400.014911947845,10,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
9,-28391.344140564892,11,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
10,-28366.55756296626,12,ZFM-03332,d8610288-4482-4fb9-bcca-26db1b02f189,Frontal cortex
0,-5300.488259776585,2,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
1,-5170.931767372758,3,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
2,-5140.9255000312905,4,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
3,-5108.929800809774,5,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
4,-5115.326676188263,6,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
5,-5086.64652040713,7,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
6,-5095.070388966589,8,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
7,-5086.0733395064635,9,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
8,-5079.691892772578,10,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
9,-5085.813851852686,11,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
10,-5063.1574017030225,12,ZFM-02601,dd5af9d9-16b1-477a-885d-713dc5066b8c,Midbrain
0,-2044.377900338508,2,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
1,-2023.7829495315675,3,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
2,-2011.5316426653667,4,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
3,-1950.9651492965365,5,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
4,-1939.935052021377,6,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
5,-1915.1029623570955,7,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
6,-1921.0933580772473,8,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
7,-1896.1963918045394,9,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
8,-1885.9179113238881,10,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
9,-1888.9500584139973,11,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
10,-1882.2680207637934,12,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Hippocampus
0,-4123.943623921983,2,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
1,-4109.0062689010665,3,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
2,-4066.861817339583,4,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
3,-4091.87863648484,5,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
4,-4075.0666093232376,6,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
5,-4082.6747953521362,7,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
6,-4035.05311024849,8,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
7,-4067.4016197672727,9,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
8,-4055.9966342797884,10,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
9,-4020.14118746352,11,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
10,-4062.4220061179667,12,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Sensory cortex
0,-35482.49757156827,2,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
1,-35316.23313085374,3,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
2,-35223.95719054494,4,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
3,-35078.885181167105,5,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
4,-35092.49456383575,6,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
5,-34996.609045401456,7,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
6,-34860.65887309848,8,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
7,-35053.576332024786,9,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
8,-34939.29045963673,10,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
9,-34956.50325117794,11,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
10,-34900.1666014952,12,ZFM-02601,24dccee6-db86-405d-b7ed-99bd28fe2cfd,Thalamus
0,-8963.211162245307,2,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
1,-8870.794665921352,3,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
2,-8856.558485920774,4,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
3,-8840.042283466675,5,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
4,-8840.852602157387,6,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
5,-8802.282176939827,7,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
6,-8852.36849677515,8,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
7,-8774.397408203793,9,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
8,-8785.623204077767,10,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
9,-8807.855140218262,11,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
10,-8804.648007948083,12,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Amygdala
0,-10633.906019343854,2,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
1,-10503.193967662222,3,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
2,-10490.051165988973,4,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
3,-10436.714145512475,5,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
4,-10370.471765353555,6,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
5,-10297.254217414977,7,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
6,-10310.76227995467,8,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
7,-10325.318257303345,9,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
8,-10269.629616854832,10,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
9,-10239.987865856414,11,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
10,-10216.219480266664,12,ZFM-02601,b3ec8ef7-aa89-42c4-b967-f065afb6ac8d,Thalamus
0,-18029.796050794448,2,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
1,-17874.999954908864,3,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
2,-17767.1567749331,4,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
3,-17733.608105394662,5,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
4,-17786.558221204563,6,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
5,-17745.520150425,7,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
6,-17757.80010254335,8,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
7,-17725.945739122093,9,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
8,-17628.198835261832,10,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
9,-17695.762709458857,11,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
10,-17860.098681880314,12,ZFM-02601,ea3cefba-dda1-4f8e-bd85-97547181a660,Frontal cortex
0,-9623.051309185874,2,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
1,-9222.372473812797,3,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
2,-9084.545254826457,4,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
3,-9001.807812846695,5,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
4,-8987.742464485527,6,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
5,-8978.487478675726,7,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
6,-8974.528835872054,8,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
7,-8895.31028762798,9,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
8,-8924.037139711454,10,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
9,-8949.667091174815,11,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
10,-8898.005486084003,12,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Sensory cortex
0,-1707.1139377712236,2,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
1,-1616.8898177495757,3,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
2,-1572.2644785729522,4,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
3,-1577.968863463845,5,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
4,-1647.5073451596334,6,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
5,-1541.4777699380777,7,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
6,-1580.7596051028581,8,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
7,-1646.7643651739681,9,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
8,-1621.1957163688696,10,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
9,-1594.9893395326176,11,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
10,-1688.8912768547973,12,ZFM-02600,4850f644-8665-4e24-8c3c-bfa86de2c0f5,Striatum
0,-22205.401488921365,2,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
1,-21847.56752595467,3,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
2,-21739.203978220252,4,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
3,-21639.884411383024,5,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
4,-21601.9817583666,6,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
5,-21527.572823145885,7,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
6,-21557.81162605968,8,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
7,-21555.173177398647,9,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
8,-21583.468786324196,10,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
9,-21628.737567063075,11,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
10,-21593.777707987043,12,ZFM-02600,5712250f-7ea2-4f55-a7ac-15e855533225,Frontal cortex
0,-6867.81406803458,2,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
1,-6827.965467053969,3,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
2,-6757.605017720039,4,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
3,-6735.270830397096,5,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
4,-6707.363768780244,6,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
5,-6679.326937158811,7,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
6,-6675.108436841812,8,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
7,-6669.493113148147,9,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
8,-6679.59699066041,10,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
9,-6636.360432450123,11,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
10,-6641.861348585657,12,ZFM-02600,cc8dd669-7938-4594-868d-b8ca0663b69a,Midbrain
0,-1168.294456893792,2,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
1,-1123.4818978882813,3,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
2,-1119.8314175725432,4,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
3,-1111.9502337515585,5,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
4,-1111.4011868958073,6,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
5,-1106.8049957267,7,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
6,-1131.5238231614626,8,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
7,-1101.4524283649373,9,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
8,-1111.8239611763343,10,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
9,-1099.2675693083581,11,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
10,-1102.2972274253664,12,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Hippocampus
0,-4160.3781719158815,2,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
1,-4117.053797223934,3,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
2,-4097.890280159252,4,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
3,-4043.9972663828376,5,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
4,-4075.7377892347313,6,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
5,-4032.718388581919,7,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
6,-4018.9975884344226,8,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
7,-4063.2028532298514,9,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
8,-4032.2014533979536,10,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
9,-4025.793365731584,11,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
10,-4039.5448660324746,12,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Sensory cortex
0,-10954.591970937061,2,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
1,-10902.07883484149,3,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
2,-10814.878599085429,4,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
3,-10811.059614198457,5,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
4,-10787.143566005167,6,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
5,-10741.869870716542,7,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
6,-10771.353723477292,8,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
7,-10784.79120631595,9,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
8,-10754.306536021493,10,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
9,-10733.32008964278,11,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
10,-10758.56205884186,12,ZFM-02600,ff02e36b-95e9-4985-a6e3-ba2977063496,Thalamus
0,-2962.6254312094657,2,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
1,-2879.94290950083,3,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
2,-2880.994612437413,4,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
3,-2887.2211975320174,5,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
4,-2860.665852957288,6,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
5,-2896.4172619231203,7,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
6,-2898.521568677789,8,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
7,-2893.783528609918,9,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
8,-2881.2491103608922,10,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
9,-2906.8037902302794,11,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
10,-2922.2782437877468,12,ZFM-02600,382684fb-7088-4d4c-83ca-486e93c342f0,Midbrain
0,-21686.288322244138,2,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
1,-21319.078722766757,3,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
2,-21143.071172866166,4,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
3,-21165.084418967883,5,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
4,-21006.434835189284,6,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
5,-20957.546308134923,7,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
6,-20882.244358587934,8,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
7,-21126.435620747285,9,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
8,-21140.647758969328,10,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
9,-21008.388175214026,11,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
10,-20865.21730796346,12,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Frontal cortex
0,-6582.8675345608735,2,ZFM-02600,eead949d-45e5-46ae-9b1d-646b280b4ecf,Sensory cortex
