stim_this_trial,stim_prev_trial,no_stim_this_trial,no_stim_prev_trial,region,subject,sert-cre,probe,date,eid,pid
0.9027777777777778,0.7361111111111112,0.75,0.65,PAG,ZFM-05170,1,probe00,2022-12-08,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62
0.8873239436619719,0.5352112676056338,0.7619047619047619,0.49206349206349204,M2,ZFM-05170,1,probe01,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1
0.6197183098591549,0.5915492957746479,0.6190476190476191,0.6031746031746031,OFC,ZFM-05170,1,probe01,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1
0.49295774647887325,0.5492957746478874,0.5079365079365079,0.3968253968253968,Pir.,ZFM-05170,1,probe01,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,30d9dfa6-6b48-4b6a-9407-d930dfc93fb1
0.5915492957746479,0.5774647887323944,0.3968253968253968,0.4444444444444444,HPC,ZFM-05170,1,probe00,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,3dbad004-4cc5-42ad-a5a1-fba9e5fbcc41
0.6619718309859155,0.5774647887323944,0.5396825396825397,0.2857142857142857,Thal.,ZFM-05170,1,probe00,2022-12-07,2d93903c-d02b-4e0d-9218-681f2884598d,3dbad004-4cc5-42ad-a5a1-fba9e5fbcc41
0.75,0.6153846153846154,0.6923076923076923,0.6153846153846154,M2,ZFM-05170,1,probe00,2022-12-06,401dc15a-96d1-47a9-81f5-bebdfcd2465d,985707c8-27a6-4f20-b08b-8e60b3e8b00b
0.75,0.46153846153846156,0.7307692307692307,0.5961538461538461,OLF,ZFM-05170,1,probe00,2022-12-06,401dc15a-96d1-47a9-81f5-bebdfcd2465d,985707c8-27a6-4f20-b08b-8e60b3e8b00b
0.5769230769230769,0.6153846153846154,0.8076923076923077,0.5576923076923077,mPFC,ZFM-05170,1,probe00,2022-12-06,401dc15a-96d1-47a9-81f5-bebdfcd2465d,985707c8-27a6-4f20-b08b-8e60b3e8b00b
0.723404255319149,0.46808510638297873,0.7551020408163265,0.5714285714285714,M2,ZFM-04811,1,probe00,2022-11-10,54014195-8d46-4a06-a291-4761d1c98f10,183b9938-9872-4ba5-afbd-372ac9adffc7
0.7021276595744681,0.5957446808510638,0.3877551020408163,0.5510204081632653,OLF,ZFM-04811,1,probe00,2022-11-10,54014195-8d46-4a06-a291-4761d1c98f10,183b9938-9872-4ba5-afbd-372ac9adffc7
0.7446808510638298,0.5106382978723404,0.5510204081632653,0.673469387755102,mPFC,ZFM-04811,1,probe00,2022-11-10,54014195-8d46-4a06-a291-4761d1c98f10,183b9938-9872-4ba5-afbd-372ac9adffc7
0.6170212765957447,0.5531914893617021,0.4897959183673469,0.5306122448979592,Amyg.,ZFM-04811,1,probe01,2022-11-10,54014195-8d46-4a06-a291-4761d1c98f10,84017f2c-f02a-4887-870b-fdc53a8af398
0.39215686274509803,0.5882352941176471,0.3584905660377358,0.4339622641509434,RSP,ZFM-04811,1,probe00,2022-11-09,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,0bdd7931-661f-452a-903f-6467a0661499
0.803921568627451,0.7254901960784313,0.8490566037735849,0.7547169811320755,M2,ZFM-04811,1,probe01,2022-11-09,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd
0.6470588235294118,0.7058823529411765,0.5660377358490566,0.5471698113207547,OFC,ZFM-04811,1,probe01,2022-11-09,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd
0.45098039215686275,0.5098039215686274,0.4339622641509434,0.6226415094339622,Pir.,ZFM-04811,1,probe01,2022-11-09,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,b7de18f4-31d4-4ec5-94ed-8303e9d17dcd
0.8076923076923077,0.5769230769230769,0.9166666666666666,0.6388888888888888,HPC,ZFM-04811,1,probe00,2022-11-08,2ec37e95-4266-45ac-8a42-a1b2d5bc8b7e,05db6d4d-cfda-4686-b485-481423912b33
0.8269230769230769,0.5192307692307693,0.9166666666666666,0.6388888888888888,VIS,ZFM-04811,1,probe00,2022-11-08,2ec37e95-4266-45ac-8a42-a1b2d5bc8b7e,05db6d4d-cfda-4686-b485-481423912b33
